Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PNI,Pimco New York Municipal Income Fund II,11.05,$123.64M,2002,n/a,n/a,https://old.nasdaq.com/symbol/pni
PNM,"PNM Resources, Inc. (Holding Co.)",43.98,$3.5B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnm
PNNT,PennantPark Investment Corporation,3.65,$244.71M,2007,n/a,n/a,https://old.nasdaq.com/symbol/pnnt
PNNTG,PennantPark Investment Corporation,24.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnntg
PNQI,Invesco Nasdaq Internet ETF,222.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnqi
PNR,Pentair plc.,46.21,$7.67B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pnr
PNRG,PrimeEnergy Resources Corporation,67.99,$135.58M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pnrg
PNTG,"The Pennant Group, Inc.",38.16,$1.07B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pntg
PNW,Pinnacle West Capital Corporation,73.92,$8.32B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnw
POAI,Predictive Oncology Inc.,0.9296,$14.14M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/poai
PODD,Insulet Corporation,224.28,$14.72B,2007,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/podd
POLA,"Polar Power, Inc.",1.5,$17.06M,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pola
POOL,Pool Corporation,329.88,$13.22B,1995,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/pool
POR,Portland General Electric Company,37.69,$3.37B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/por
POST,"Post Holdings, Inc.",88.9,$6.02B,2012,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/post
POTX,Global X Cannabis ETF,9.3801,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/potx
POWI,"Power Integrations, Inc.",57.61,$3.44B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/powi
POWL,"Powell Industries, Inc.",27.45,$318.82M,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/powl
PPBI,Pacific Premier Bancorp Inc,22.35,$2.11B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ppbi
PPC,Pilgrim&#39;s Pride Corporation,16.09,$3.93B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/ppc
PPD,"PPD, Inc.",34.5,$12.03B,2020,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/ppd
PPG,"PPG Industries, Inc.",125.98,$29.73B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/ppg
PPH,VanEck Vectors Pharmaceutical ETF,64.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pph
PPIH,"Perma-Pipe International Holdings, Inc.",5.52,$44.42M,n/a,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/ppih
PPL,PPL Corporation,28.48,$21.89B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ppl
PPR,Voya Prime Rate Trust,4.45,$654.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ppr
PPSI,"Pioneer Power Solutions, Inc.",1.46,$12.74M,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/ppsi
PPT,Putnam Premier Income Trust,4.67,$483.14M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ppt
PPX,"PPL Capital Funding, Inc.",25.55,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ppx
PQG,PQ Group Holdings Inc.,12.43,$1.69B,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/pqg
PRA,ProAssurance Corporation,15.18,$818.04M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pra
PRAA,"PRA Group, Inc.",46.22,$2.11B,2002,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/praa
PRAH,"PRA Health Sciences, Inc.",107.64,$6.88B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/prah
PRCP,"Perceptron, Inc.",4.37,$42.48M,1992,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/prcp
PRDO,Perdoceo Education Corporation,14.49,$1B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/prdo
PRE^F,PartnerRe Ltd.,25.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pre^f
PRE^G,PartnerRe Ltd.,25.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pre^g
PRE^H,PartnerRe Ltd.,25.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pre^h
PRE^I,PartnerRe Ltd.,25.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pre^i
PRFT,"Perficient, Inc.",45.61,$1.52B,1999,Technology,EDP Services,https://old.nasdaq.com/symbol/prft
PRFX,PainReform Ltd.,6.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prfx
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,124.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prfz
PRGO,Perrigo Company,52.04,$7.1B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prgo
PRGS,Progress Software Corporation,38.39,$1.73B,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/prgs
PRGX,"PRGX Global, Inc.",5.44,$128.45M,1996,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/prgx
PRH,"Prudential Financial, Inc.",25.01,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/prh
PRI,"Primerica, Inc.",126.1,$4.98B,2010,Finance,Life Insurance,https://old.nasdaq.com/symbol/pri
PRIF^A,"Priority Income Fund, Inc.",23.9559,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^a
PRIF^B,"Priority Income Fund, Inc.",23.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^b
PRIF^C,"Priority Income Fund, Inc.",24.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^c
PRIF^D,"Priority Income Fund, Inc.",25.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^d
PRIF^E,"Priority Income Fund, Inc.",24.2683,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^e
PRIF^F,"Priority Income Fund, Inc.",23.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^f
PRIM,Primoris Services Corporation,19.975,$963.83M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/prim
PRK,Park National Corporation,91.49,$1.49B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/prk
PRLB,"Proto Labs, Inc.",164.27,$4.39B,2012,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/prlb
PRMW,Primo Water Corporation,14.12,$2.26B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw
PRMW,Primo Water Corporation,14.12,$2.26B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw
PRN,Invesco DWA Industrials Momentum ETF,79.8859,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prn
PRNB,Principia Biopharma Inc.,99.99,$3.32B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prnb
PRO,"PROS Holdings, Inc.",39.4,$1.71B,2007,Technology,EDP Services,https://old.nasdaq.com/symbol/pro
PROF,Profound Medical Corp.,14.8,$286.8M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/prof
PROG,"Progenity, Inc.",8.99,$418.47M,1995,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/prog
PROS,"ProSight Global, Inc.",9.31,$405.8M,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pros
PROV,"Provident Financial Holdings, Inc.",12.14,$90.28M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/prov
PRPB.U,CC Neuberger Principal Holdings II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/prpb.u
PRPH,"ProPhase Labs, Inc.",2.67,$30.98M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prph
PRPL,"Purple Innovation, Inc.",18.48,$998.79M,2015,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/prpl
PRPLW,"Purple Innovation, Inc.",4.23,n/a,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/prplw
PRPO,"Precipio, Inc.",2.13,$34.99M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/prpo
PRQR,ProQR Therapeutics N.V.,5.59,$280.3M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prqr
PRS,"Prudential Financial, Inc.",27.64,$941.46M,2018,Finance,Life Insurance,https://old.nasdaq.com/symbol/prs
PRSC,The Providence Service Corporation,92.09,$1.29B,2003,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/prsc
PRSP,Perspecta Inc.,21.32,$3.43B,1998,Technology,EDP Services,https://old.nasdaq.com/symbol/prsp
PRT,PermRock Royalty Trust,2.05,$24.94M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/prt
PRTA,Prothena Corporation plc,12.62,$503.68M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prta
PRTH,"Priority Technology Holdings, Inc.",2.415,$162.21M,2016,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/prth
PRTK,"Paratek Pharmaceuticals, Inc. ",4.61,$209.24M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prtk
PRTS,"CarParts.com, Inc.",12.03,$569.27M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prts
PRTY,Party City Holdco Inc.,2.79,$263.94M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prty
PRU,"Prudential Financial, Inc.",69.01,$27.26B,2001,Finance,Life Insurance,https://old.nasdaq.com/symbol/pru
PRVB,"Provention Bio, Inc.",12.08,$679.86M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prvb
PRVL,Prevail Therapeutics Inc.,11.98,$409.89M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/prvl
PS,"Pluralsight, Inc.",19.55,$2.82B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ps
PSA,Public Storage,214.16,$37.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa
PSA^B,Public Storage,25.76,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^b
PSA^C,Public Storage,25.845,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^c
PSA^D,Public Storage,25.87,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^d
PSA^E,Public Storage,25.94,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^e
PSA^F,Public Storage,26.78,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^f
PSA^G,Public Storage,26.47,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^g
PSA^H,Public Storage,28.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^h
PSA^I,Public Storage,27.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^i
PSA^J,Public Storage,27.53,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^j
PSA^K,Public Storage,27.47,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^k
PSA^L,Public Storage,27.33,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^l
PSA^M,Public Storage,26.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^m
PSA^W,Public Storage,25.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^x
PSAC,Property Solutions Acquisition Corp.,9.65,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/psac
PSACU,Property Solutions Acquisition Corp.,9.9,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/psacu
PSACW,Property Solutions Acquisition Corp.,0.33,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/psacw
PSB,"PS Business Parks, Inc.",129.36,$3.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psb
PSB^W,"PS Business Parks, Inc.",26.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^w
PSB^X,"PS Business Parks, Inc.",26.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^x
PSB^Y,"PS Business Parks, Inc.",26.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^y
PSB^Z,"PS Business Parks, Inc.",26.87,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^z
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,30.1204,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psc
PSCC,Invesco S&P SmallCap Consumer Staples ETF,79.725,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscc
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,67.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscd
PSCE,Invesco S&P SmallCap Energy ETF,3.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psce
PSCF,Invesco S&P SmallCap Financials ETF,40.9853,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscf
PSCH,Invesco S&P SmallCap Health Care ETF,135.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psch
PSCI,Invesco S&P SmallCap Industrials ETF,67.8209,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psci
PSCM,Invesco S&P SmallCap Materials ETF,43.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscm
PSCT,Invesco S&P SmallCap Information Technology ETF,93.5077,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psct
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,49.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscu
PSEC,Prospect Capital Corporation,5.1,$1.92B,2004,n/a,n/a,https://old.nasdaq.com/symbol/psec
PSET,Principal Price Setters Index ETF,44.5893,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pset
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",26.8,$321.86M,2010,n/a,n/a,https://old.nasdaq.com/symbol/psf
PSHG,Performance Shipping Inc.,0.5777,$29.19M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/pshg
PSL,Invesco DWA Consumer Staples Momentum ETF,79.6687,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psl
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,24.5306,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psm
PSMT,"PriceSmart, Inc.",67.54,$2.07B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/psmt
PSN,Parsons Corporation,35.69,$3.59B,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/psn
PSNL,"Personalis, Inc.",23.07,$735.58M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/psnl
PSO,"Pearson, Plc",7.24,$5.45B,n/a,Consumer Services,Books,https://old.nasdaq.com/symbol/pso
PSTG,"Pure Storage, Inc. ",15.6,$4.13B,2015,Technology,Electronic Components,https://old.nasdaq.com/symbol/pstg
PSTH.U,"Pershing Square Tontine Holdings, Ltd.",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/psth.u
PSTI,"Pluristem Therapeutics, Inc.",10.78,$274.81M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/psti
PSTL,"Postal Realty Trust, Inc.",14.95,$141.27M,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pstl
PSTV,"PLUS THERAPEUTICS, Inc.",2.85,$12.18M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pstv
PSTX,"Poseida Therapeutics, Inc.",9.43,$582.96M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pstx
PSV,Hermitage Offshore Services Ltd.,0.7666,$24.02M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/psv
PSX,Phillips 66,60.05,$26.22B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/psx
PSXP,Phillips 66 Partners LP,26.98,$6.16B,2013,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/psxp
PT,Pintec Technology Holdings Limited,0.87,$37.53M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/pt
PTAC,PropTech Acquisition Corporation,10.6,$228.56M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ptac
PTACU,PropTech Acquisition Corporation,11.31,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ptacu
PTACW,PropTech Acquisition Corporation,1.705,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ptacw
PTC,PTC Inc.,97.6,$11.33B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",50.34,$3.41B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptct
PTE,"PolarityTE, Inc.",1.125,$43.58M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/pte
PTEN,"Patterson-UTI Energy, Inc.",3.64,$682.16M,1993,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pten
PTF,Invesco DWA Technology Momentum ETF,116.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ptf
PTGX,"Protagonist Therapeutics, Inc.",21.805,$802.59M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptgx
PTH,Invesco DWA Healthcare Momentum ETF,129.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pth
PTI,"Proteostasis Therapeutics, Inc.",1.32,$68.88M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pti
PTK.U,PTK Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ptk.u
PTMN,Portman Ridge Finance Corporation,1.2,$53.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ptmn
PTN,"Palatin Technologies, Inc.",0.52,$119.21M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptn
PTNR,Partner Communications Company Ltd.,3.96,$727.06M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ptnr
PTON,"Peloton Interactive, Inc.",91.06,$25.79B,2019,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/pton
PTR,PetroChina Company Limited,33.69,$61.66B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ptr
PTRS,Partners Bancorp,5.7,$101.52M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ptrs
PTSI,"P.A.M. Transportation Services, Inc.",39.56,$228.49M,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ptsi
PTVCA,Protective Insurance Corporation,15.5,$220.31M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvca
PTVCB,Protective Insurance Corporation,14.63,$207.94M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvcb
PTY,Pimco Corporate & Income Opportunity Fund,16.44,$1.59B,2002,n/a,n/a,https://old.nasdaq.com/symbol/pty
PUI,Invesco DWA Utilities Momentum ETF,30.745,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pui
PUK,Prudential Public Limited Company,31.95,$41.68B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/puk
PUK^,Prudential Public Limited Company,26.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/puk^
PUK^A,Prudential Public Limited Company,28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/puk^a
PULM,"Pulmatrix, Inc.",1.06,$36.47M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pulm
PUMP,ProPetro Holding Corp.,6.27,$632.63M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/pump
PUYI,Puyi Inc.,6.18,$372.74M,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/puyi
PVAC,Penn Virginia Corporation,10.37,$157.37M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pvac
PVBC,"Provident Bancorp, Inc.",7.72,$150.33M,2015,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pvbc
PVG,"Pretium Resources, Inc.",12.44,$2.32B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pvg
PVH,PVH Corp.,59.51,$4.23B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/pvh
PVL,Permianville Royalty Trust,0.9125,$30.11M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pvl
PW,Power REIT,21.7,$41.51M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pw
PW^A,Power REIT,25.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pw^a
PWFL,"PowerFleet, Inc.",5.59,$173.92M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/pwfl
PWOD,"Penns Woods Bancorp, Inc.",21.44,$151.08M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pwod
PWR,"Quanta Services, Inc.",53.34,$7.36B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/pwr
PXD,Pioneer Natural Resources Company,100.92,$16.58B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pxd
PXI,Invesco DWA Energy Momentum ETF,15.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pxi
PXLW,"Pixelworks, Inc.",2.3,$92.95M,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/pxlw
PXS,Pyxis Tankers Inc.,0.82,$17.68M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/pxs
PY,Principal Shareholder Yield Index ETF,30.5348,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/py
PYN,PIMCO New York Municipal Income Fund III,9.28,$53.13M,2002,n/a,n/a,https://old.nasdaq.com/symbol/pyn
PYPD,PolyPid Ltd.,12.8,$218.19M,2020,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pypd
PYPL,"PayPal Holdings, Inc.",210.82,$247.36B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/pypl
PYS,PPlus Trust,15.16,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/pys
PYT,PPlus Trust,22.65,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/pyt
PYZ,Invesco DWA Basic Materials Momentum ETF,58.3201,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pyz
PZC,PIMCO California Municipal Income Fund III,10.67,$238.58M,2002,n/a,n/a,https://old.nasdaq.com/symbol/pzc
PZG,Paramount Gold Nevada Corp.,1.13,$37.24M,2015,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pzg
PZN,Pzena Investment Management Inc,5.24,$373.3M,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/pzn
PZZA,"Papa John&#39;s International, Inc.",95.04,$3.12B,1993,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/pzza
QABA,First Trust NASDAQ ABA Community Bank Index Fund,35.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qaba
QADA,QAD Inc.,45.48,$929.42M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qada
QADB,QAD Inc.,33.65,$687.66M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qadb
QAT,iShares MSCI Qatar ETF,17.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qat
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,43.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qcln
QCOM,QUALCOMM Incorporated,123.18,$138.98B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/qcom
QCRH,"QCR Holdings, Inc.",30.04,$474.38M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/qcrh
QD,Qudian Inc.,1.51,$383.12M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qd
QDEL,Quidel Corporation,167.8,$7.04B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/qdel
QEP,"QEP Resources, Inc.",1.19,$288.37M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/qep
QFIN,"360 Finance, Inc.",12.01,$1.76B,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qfin
QGEN,Qiagen N.V.,50.63,$11.58B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen
QGEN,Qiagen N.V.,50.63,$11.58B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen
QH,Quhuo Limited,7.17,$372.17M,2020,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qh
QIWI,QIWI plc,16.79,$1.05B,2013,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qiwi
QK,Q&K International Group Limited,8.57,$410.22M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/qk
QLC,FlexShares Trust,39.116,$56.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qlc
QLGN,"Qualigen Therapeutics, Inc.",4.53,$95.26M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qlgn
QLYS,"Qualys, Inc.",110.99,$4.36B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qlys
QMCO,Quantum Corporation,5.76,$229.87M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/qmco
QNST,"QuinStreet, Inc.",13.87,$730.38M,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qnst
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,91.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqew
QQQ,"Invesco QQQ Trust, Series 1",302.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqq
